1,15761
0.08157999668678531,877371
0.07473509464095808,30895
0.06634528109293833,318056
1,14567
1,863
1,863
0.06694791784263301,412659
0.06362316358536915,52442439
1,13217
0.07865640342167851,205017
0.07553496182871632,21826
0.06386357334554535,23532
0.08623439609987145,297050
0.07372531461284228,304688
0.06291307359298258,47795
0.06086859214540917,89037
0.09170600460202621,81987
0.06741555006260243,232048
0.06565260497142765,12158167
0.10551426800432769,75306
0.08229867508945572,41838
0.09518321016000801,653763
0.06728808836966751,137799
0.08086049350153526,281887
0.09339613628753536,41571
0.07868507711902732,1440921
0.0664790987838631,272202
0.07199606197273017,74721
0.07515552585766769,1467317
0.06941003041201955,174521
0.07512786424262588,138648
0.06803298135042041,63547
0.08326313864264918,696900
0.08723334390131916,419487
0.10647083255890326,49887
0.09004467363980782,78531
0.07191175816102452,453129
0.07142702753061855,141934
0.08013601785604417,669359
0.06956884239256314,415299
1,5088
0.1500863596748429,1001051
0.09510558798374073,27971
0.09754295820851952,2125765
1,864
1,864
0.06981511400491922,1400135
0.06967220040010375,2201577
0.07882195452729868,38815
0.08969524126486028,170445
0.1080584269992406,89759
0.06343516144291801,725927
0.07736859928360304,422196
0.048768229568462586,187223
0.0860424951980146,246020
0.09970583401168508,84531
0.09212991521982569,17968
0.09805118747370709,35492
1,864
0.08867914367029452,50429
0.11125513501664384,57381
0.0664983296178778,80935
