0
8
1
7
2
0
0
7
95
0
8
0
2
3
8
1
1
1
4
10
1
1
3
14
15
6
21
3
0
10
2
1
3
5
5
7
1
19
5
18
11
1
13
2
18
0
0
11
24
3
4
1
6
10
1
1
2
1
2
0
5
1
9
0
1
23
4
2
3
0
0
0
24
5
2
41
2
14
2
4
23
4
3
4
2
7
12
17
1
3
4
0
15
8
3
3
0
0
1
2
139
3
0
0
23
2
4
69
6
28
27
10
0
3
2
0
2
1
7
18
0
0
57
24
9
0
0
5
