0
8
1
7
2
0
0
7
95
0
8
0
2
3
8
1
1
1
4
10
1
1
3
14
15
6
21
3
0
10
2
1
3
5
5
7
1
19
5
18
11
1
13
2
18
0
0
11
24
3
4
1
6
10
1
1
2
1
2
0
5
1
9
